seed,method,variant,target_deg,baseline_mean_deg,guided_mean_deg,baseline_std_deg,guided_std_deg,requested_change_deg,achieved_change_deg,signed_error_deg,abs_error_deg,frame_hit_band,final_summary_in_band,loose_hit,positive_overshoot_deg,negative_undershoot_deg,overshoot_p90_deg,temporal_corr,phase_valid_fraction,active_frame_count
122,V7,v7-auto-dps,5,-11.856429100036621,4.92126989364624,2.1991262435913086,1.4143208265304565,16.85642910003662,16.77769899368286,-0.07873010635375977,0.07873010635375977,0.8833333333333333,1.0,1.0,0.8075888752937317,0.7945734262466431,1.594022607803345,0.38854241371154785,1.0,120
123,V7,v7-auto-dps,5,-9.126261711120605,5.0572686195373535,1.8882652521133423,1.6651395559310913,14.126261711120605,14.183530330657959,0.057268619537353516,0.057268619537353516,0.7833333333333333,0.8,1.0,0.703018069267273,0.8228238821029663,1.853555583953858,0.5722087025642395,1.0,120
124,V7,v7-auto-dps,5,-8.623929977416992,5.885540962219238,1.7301722764968872,3.9796316623687744,13.623929977416992,14.50947093963623,0.8855409622192383,0.8855409622192383,0.10833333333333334,0.23333333333333334,0.6083333333333333,1.7360719442367554,2.725562810897827,4.744162750244141,0.39947012066841125,1.0,120
125,V7,v7-auto-dps,5,-10.26279067993164,6.039269924163818,1.7869062423706055,2.564586639404297,15.26279067993164,16.30206060409546,1.0392699241638184,1.0392699241638184,0.4666666666666667,0.26666666666666666,0.825,1.396478533744812,1.4474849700927734,4.745761013031006,0.16505540907382965,1.0,120
126,V7,v7-auto-dps,5,-11.068603515625,7.77010440826416,2.0173120498657227,2.3346426486968994,16.068603515625,18.83870792388916,2.77010440826416,2.77010440826416,0.2916666666666667,0.0,0.625,2.18709135055542,0.5727764368057251,5.465807247161865,0.5163445472717285,1.0,120
127,V7,v7-auto-dps,5,-10.021553993225098,5.068850517272949,2.2891745567321777,3.164402723312378,15.021553993225098,15.090404510498047,0.06885051727294922,0.06885051727294922,0.30833333333333335,0.3333333333333333,0.8083333333333333,1.2049903869628906,1.874967098236084,3.6452303886413575,0.7992176413536072,1.0,120
128,V7,v7-auto-dps,5,-13.61276912689209,4.632456302642822,2.0908145904541016,2.38258695602417,18.61276912689209,18.245225429534912,-0.36754369735717773,0.36754369735717773,0.6166666666666667,1.0,0.8583333333333333,1.682076096534729,1.500917911529541,2.1239266395568883,0.03778624162077904,1.0,120
129,V7,v7-auto-dps,5,-8.79171085357666,3.644981861114502,1.5566190481185913,1.7294522523880005,13.79171085357666,12.436692714691162,-1.355018138885498,1.355018138885498,0.6666666666666666,0.9,0.9083333333333333,0.0,1.4789988994598389,0.6723175048828127,0.5732942819595337,1.0,120
100,V2,v2-dps,5,-9.513409614562988,7.691708564758301,2.2381787300109863,2.326571226119995,14.513409614562988,17.20511817932129,2.691708564758301,2.691708564758301,0.35833333333333334,0.03333333333333333,0.6583333333333333,2.1312601566314697,0.0,5.731980705261232,-0.050099991261959076,1.0,120
101,V2,v2-dps,5,-11.309728622436523,6.9441609382629395,2.160900592803955,1.3661179542541504,16.309728622436523,18.253889560699463,1.9441609382629395,1.9441609382629395,0.44166666666666665,0.5333333333333333,0.9916666666666667,0.9783319234848022,0.0,3.4642051696777343,0.7737133502960205,1.0,120
102,V2,v2-dps,5,-11.411004066467285,5.422131061553955,1.6569445133209229,1.235445261001587,16.411004066467285,16.83313512802124,0.4221310615539551,0.4221310615539551,0.875,0.5,1.0,0.8823394179344177,0.0,2.6304253578186034,0.4008209705352783,1.0,120
103,V2,v2-dps,5,-12.245481491088867,8.084714889526367,2.2118794918060303,1.9327868223190308,17.245481491088867,20.330196380615234,3.084714889526367,3.084714889526367,0.30833333333333335,0.13333333333333333,0.5833333333333334,2.23380184173584,0.0,5.021462345123291,0.575151801109314,1.0,120
104,V2,v2-dps,5,-8.234418869018555,7.317444324493408,1.8948702812194824,2.1294381618499756,13.234418869018555,15.551863193511963,2.317444324493408,2.317444324493408,0.325,0.06666666666666667,0.7166666666666667,1.6604567766189575,0.07118046283721924,4.388369464874268,0.10126768797636032,1.0,120
105,V2,v2-dps,5,-8.15213680267334,8.101567268371582,1.4537718296051025,1.2335820198059082,13.15213680267334,16.253704071044922,3.101567268371582,3.101567268371582,0.25833333333333336,0.06666666666666667,0.7083333333333334,1.687730312347412,0.0,4.699517726898193,0.49652236700057983,1.0,120
106,V2,v2-dps,5,-11.710646629333496,5.248651027679443,1.7848238945007324,1.0841069221496582,16.710646629333496,16.95929765701294,0.24865102767944336,0.24865102767944336,0.975,0.9,1.0,0.029496511444449425,0.0,1.5658433437347414,0.17634837329387665,1.0,120
107,V2,v2-dps,5,-11.366019248962402,7.418099880218506,2.2440378665924072,1.7714824676513672,16.366019248962402,18.784119129180908,2.418099880218506,2.418099880218506,0.425,0.0,0.7833333333333333,1.6619480848312378,0.0,4.995861816406251,0.5855160355567932,1.0,120
108,V2,v2-dps,5,-11.357391357421875,7.862349033355713,1.551923394203186,1.5577491521835327,16.357391357421875,19.219740390777588,2.862349033355713,2.862349033355713,0.3,0.1,0.7166666666666667,1.7628625631332397,0.0,4.48294677734375,0.682494580745697,1.0,120
109,V2,v2-dps,5,-10.357267379760742,6.35427188873291,1.467617154121399,1.234249234199524,15.357267379760742,16.711539268493652,1.3542718887329102,1.3542718887329102,0.7416666666666667,0.3333333333333333,1.0,1.0226999521255493,0.0,3.281456089019776,0.600378155708313,1.0,120
110,V2,v2-dps,5,-11.468873977661133,5.687047481536865,2.7588887214660645,1.4053070545196533,16.468873977661133,17.155921459197998,0.6870474815368652,0.6870474815368652,0.7833333333333333,0.23333333333333334,1.0,0.8136379718780518,0.0,2.884392929077149,0.05394165217876434,1.0,120
